uid,id,country,gender,group,dt,total_spent,group,join_dt,device,join_dt
1007281,1007281,FRA,F,B,,0,B,2023-01-27,A,2023-01-27
1007282,1007282,BRA,F,A,,0,A,2023-02-02,I,2023-02-02
1007283,1007283,DEU,F,A,,0,A,2023-01-26,A,2023-01-26
1007284,1007284,USA,,B,,0,B,2023-01-26,A,2023-01-26
1007285,1007285,BRA,F,B,,0,B,2023-02-03,I,2023-02-03
1007286,1007286,GBR,M,A,,0,A,2023-01-26,A,2023-01-26
1007287,1007287,CAN,M,B,,0,B,2023-02-04,I,2023-02-04
1007288,1007288,BRA,M,B,,0,B,2023-01-25,I,2023-01-25
1007289,1007289,,M,B,,0,B,2023-01-28,A,2023-01-28
1007290,1007290,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1007291,1007291,BRA,,A,,0,A,2023-01-26,I,2023-01-26
1007292,1007292,TUR,M,A,,0,A,2023-01-25,A,2023-01-25
1007293,1007293,AUS,F,A,,0,A,2023-02-06,I,2023-02-06
1007294,1007294,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1007295,1007295,USA,F,A,,0,A,2023-01-28,A,2023-01-28
1007296,1007296,USA,,B,,0,B,2023-01-27,A,2023-01-27
1007297,1007297,MEX,O,A,2023-01-30,104.43,A,2023-01-29,I,2023-01-29
1007298,1007298,MEX,F,B,,0,B,2023-02-02,I,2023-02-02
1007299,1007299,CAN,M,A,,0,A,2023-01-25,I,2023-01-25
1007300,1007300,USA,F,B,,0,B,2023-01-31,A,2023-01-31
1007301,1007301,USA,,B,,0,B,2023-01-25,A,2023-01-25
1007302,1007302,MEX,,A,,0,A,2023-01-25,A,2023-01-25
1007303,1007303,MEX,M,A,,0,A,2023-01-25,A,2023-01-25
1007304,1007304,DEU,M,A,,0,A,2023-01-25,A,2023-01-25
1007305,1007305,CAN,F,B,,0,B,2023-01-31,I,2023-01-31
1007306,1007306,USA,,A,,0,A,2023-01-30,A,2023-01-30
1007307,1007307,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1007308,1007308,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1007309,1007309,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1007310,1007310,FRA,M,B,,0,B,2023-01-26,I,2023-01-26
1007311,1007311,DEU,F,B,,0,B,2023-01-30,A,2023-01-30
1007312,1007312,ESP,M,A,,0,A,2023-01-25,A,2023-01-25
1007313,1007313,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1007314,1007314,USA,M,A,,0,A,2023-02-02,A,2023-02-02
1007315,1007315,DEU,M,B,,0,B,2023-01-27,A,2023-01-27
1007316,1007316,USA,F,A,,0,A,2023-01-30,I,2023-01-30
1007317,1007317,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1007318,1007318,FRA,M,B,,0,B,2023-01-25,A,2023-01-25
1007319,1007319,BRA,,A,,0,A,2023-02-06,A,2023-02-06
1007320,1007320,BRA,,B,,0,B,2023-02-02,A,2023-02-02
1007321,1007321,CAN,M,A,,0,A,2023-02-01,A,2023-02-01
1007322,1007322,USA,,A,,0,A,2023-01-25,A,2023-01-25
1007323,1007323,CAN,M,A,,0,A,2023-01-31,I,2023-01-31
1007324,1007324,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1007325,1007325,USA,M,B,,0,B,2023-01-29,A,2023-01-29
1007326,1007326,FRA,,A,,0,A,2023-01-28,A,2023-01-28
1007327,1007327,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1007328,1007328,MEX,M,B,,0,B,2023-02-05,I,2023-02-05
1007329,1007329,GBR,M,B,,0,B,2023-01-25,I,2023-01-25
1007330,1007330,BRA,F,B,,0,B,2023-01-25,I,2023-01-25
1007331,1007331,MEX,F,A,,0,A,2023-01-29,I,2023-01-29
1007332,1007332,USA,M,B,,0,B,2023-02-05,I,2023-02-05
1007333,1007333,BRA,F,B,,0,B,2023-01-25,I,2023-01-25
1007334,1007334,USA,M,A,,0,A,2023-02-06,A,2023-02-06
1007335,1007335,BRA,F,B,,0,B,2023-01-29,A,2023-01-29
1007336,1007336,DEU,M,A,,0,A,2023-01-30,A,2023-01-30
1007337,1007337,USA,M,A,,0,A,2023-01-30,I,2023-01-30
1007338,1007338,MEX,F,A,,0,A,2023-01-25,A,2023-01-25
1007339,1007339,BRA,F,B,,0,B,2023-02-04,A,2023-02-04
1007340,1007340,BRA,M,A,,0,A,2023-01-26,I,2023-01-26
1007341,1007341,CAN,F,B,,0,B,2023-02-01,I,2023-02-01
1007342,1007342,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1007343,1007343,,M,B,,0,B,2023-01-27,A,2023-01-27
1007344,1007344,FRA,F,B,,0,B,2023-01-29,I,2023-01-29
1007345,1007345,,F,A,,0,A,2023-02-03,A,2023-02-03
1007346,1007346,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1007347,1007347,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1007348,1007348,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1007349,1007349,USA,,A,,0,A,2023-01-25,A,2023-01-25
1007350,1007350,CAN,O,B,,0,B,2023-01-27,A,2023-01-27
1007351,1007351,BRA,O,B,2023-02-03,85.45,B,2023-02-03,I,2023-02-03
1007352,1007352,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1007353,1007353,FRA,F,B,,0,B,2023-01-25,I,2023-01-25
1007354,1007354,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1007355,1007355,FRA,M,A,,0,A,2023-02-05,A,2023-02-05
1007356,1007356,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1007357,1007357,USA,F,B,,0,B,2023-02-04,A,2023-02-04
1007358,1007358,USA,M,B,,0,B,2023-02-02,A,2023-02-02
1007359,1007359,DEU,F,A,,0,A,2023-01-30,A,2023-01-30
1007360,1007360,ESP,F,B,,0,B,2023-02-01,A,2023-02-01
1007361,1007361,MEX,M,B,,0,B,2023-01-25,A,2023-01-25
1007362,1007362,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1007363,1007363,BRA,M,A,,0,A,2023-01-28,A,2023-01-28
1007364,1007364,USA,F,B,,0,B,2023-02-04,A,2023-02-04
1007365,1007365,USA,,B,,0,B,2023-01-30,A,2023-01-30
1007366,1007366,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1007367,1007367,USA,M,A,,0,A,2023-01-31,I,2023-01-31
1007368,1007368,USA,F,A,,0,A,2023-01-27,I,2023-01-27
1007369,1007369,MEX,F,B,,0,B,2023-01-26,I,2023-01-26
1007370,1007370,FRA,,B,,0,B,2023-01-28,I,2023-01-28
1007371,1007371,TUR,M,A,,0,A,2023-01-30,,2023-01-30
1007372,1007372,BRA,F,A,,0,A,2023-02-06,I,2023-02-06
1007373,1007373,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1007374,1007374,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1007375,1007375,CAN,F,B,,0,B,2023-01-25,I,2023-01-25
1007376,1007376,TUR,F,A,,0,A,2023-01-25,A,2023-01-25
1007377,1007377,MEX,M,B,,0,B,2023-01-30,A,2023-01-30
1007378,1007378,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1007379,1007379,USA,M,B,,0,B,2023-02-03,I,2023-02-03
1007380,1007380,BRA,M,A,,0,A,2023-01-26,I,2023-01-26
1007381,1007381,CAN,M,A,,0,A,2023-01-28,A,2023-01-28
1007382,1007382,DEU,,B,,0,B,2023-01-30,I,2023-01-30
1007384,1007384,USA,F,A,,0,A,2023-01-30,A,2023-01-30
1007385,1007385,MEX,,A,,0,A,2023-02-04,A,2023-02-04
1007386,1007386,ESP,F,A,,0,A,2023-01-25,A,2023-01-25
1007387,1007387,BRA,,B,,0,B,2023-02-03,A,2023-02-03
1007388,1007388,TUR,F,B,2023-01-28,15.07,B,2023-01-25,A,2023-01-25
1007389,1007389,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1007390,1007390,BRA,M,B,,0,B,2023-02-02,A,2023-02-02
1007391,1007391,MEX,F,A,,0,A,2023-01-28,A,2023-01-28
1007392,1007392,DEU,M,B,,0,B,2023-02-03,I,2023-02-03
1007393,1007393,BRA,M,A,,0,A,2023-02-03,A,2023-02-03
1007394,1007394,MEX,,A,,0,A,2023-01-28,A,2023-01-28
1007395,1007395,TUR,,B,,0,B,2023-01-25,A,2023-01-25
1007396,1007396,DEU,F,A,,0,A,2023-01-25,I,2023-01-25
1007397,1007397,BRA,M,A,,0,A,2023-01-26,A,2023-01-26
1007398,1007398,USA,M,B,,0,B,2023-01-29,A,2023-01-29
1007399,1007399,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1007400,1007400,ESP,,A,,0,A,2023-01-29,A,2023-01-29
1007401,1007401,USA,F,B,,0,B,2023-01-28,A,2023-01-28
1007402,1007402,BRA,M,B,,0,B,2023-01-28,A,2023-01-28
1007403,1007403,USA,M,B,2023-01-26,96.62,B,2023-01-25,A,2023-01-25
1007404,1007404,BRA,,A,,0,A,2023-01-31,I,2023-01-31
1007405,1007405,BRA,,A,,0,A,2023-01-25,I,2023-01-25
1007406,1007406,USA,F,A,,0,A,2023-02-02,A,2023-02-02
1007407,1007407,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1007408,1007408,BRA,M,B,,0,B,2023-01-27,A,2023-01-27
1007409,1007409,BRA,M,A,,0,A,2023-01-28,I,2023-01-28
1007410,1007410,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1007411,1007411,MEX,F,A,,0,A,2023-02-05,A,2023-02-05
1007412,1007412,BRA,M,B,,0,B,2023-01-26,I,2023-01-26
1007413,1007413,DEU,F,B,,0,B,2023-01-26,A,2023-01-26
1007414,1007414,AUS,M,B,,0,B,2023-01-26,I,2023-01-26
1007415,1007415,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1007416,1007416,BRA,M,B,,0,B,2023-01-25,I,2023-01-25
1007417,1007417,GBR,F,B,,0,B,2023-02-06,I,2023-02-06
1007418,1007418,MEX,F,B,,0,B,2023-01-30,A,2023-01-30
1007419,1007419,GBR,F,B,,0,B,2023-01-27,I,2023-01-27
1007420,1007420,USA,M,A,,0,A,2023-02-03,A,2023-02-03
1007421,1007421,BRA,,B,,0,B,2023-01-31,A,2023-01-31
1007422,1007422,TUR,M,B,,0,B,2023-01-26,I,2023-01-26
1007423,1007423,MEX,M,A,,0,A,2023-01-27,A,2023-01-27
1007424,1007424,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1007425,1007425,BRA,,A,,0,A,2023-01-31,A,2023-01-31
1007426,1007426,TUR,F,A,,0,A,2023-01-27,I,2023-01-27
1007427,1007427,ESP,M,A,,0,A,2023-01-25,I,2023-01-25
1007428,1007428,GBR,M,B,,0,B,2023-01-29,A,2023-01-29
1007429,1007429,FRA,,B,,0,B,2023-01-31,A,2023-01-31
1007430,1007430,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1007431,1007431,GBR,F,B,,0,B,2023-01-30,I,2023-01-30
1007432,1007432,MEX,F,A,,0,A,2023-01-25,A,2023-01-25
1007433,1007433,USA,O,B,,0,B,2023-01-25,A,2023-01-25
1007434,1007434,,M,B,,0,B,2023-02-04,A,2023-02-04
1007435,1007435,USA,F,A,,0,A,2023-01-27,I,2023-01-27
1007436,1007436,USA,M,A,,0,A,2023-02-03,I,2023-02-03
1007437,1007437,USA,,A,,0,A,2023-01-30,A,2023-01-30
1007438,1007438,MEX,F,A,,0,A,2023-02-03,A,2023-02-03
1007439,1007439,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1007440,1007440,FRA,F,B,,0,B,2023-02-01,A,2023-02-01
1007441,1007441,MEX,M,B,,0,B,2023-01-28,I,2023-01-28
1007442,1007442,DEU,F,B,,0,B,2023-01-29,I,2023-01-29
1007443,1007443,MEX,F,A,,0,A,2023-01-29,A,2023-01-29
1007444,1007444,BRA,F,B,,0,B,2023-01-26,A,2023-01-26
1007445,1007445,USA,F,B,,0,B,2023-01-27,A,2023-01-27
1007446,1007446,MEX,M,B,,0,B,2023-01-31,I,2023-01-31
1007447,1007447,MEX,O,B,,0,B,2023-01-26,A,2023-01-26
1007448,1007448,USA,F,A,,0,A,2023-01-28,A,2023-01-28
1007449,1007449,USA,M,A,,0,A,2023-02-03,I,2023-02-03
1007450,1007450,TUR,M,B,,0,B,2023-02-03,I,2023-02-03
1007451,1007451,DEU,F,A,,0,A,2023-02-02,A,2023-02-02
1007452,1007452,TUR,F,B,,0,B,2023-01-27,I,2023-01-27
1007453,1007453,USA,O,A,,0,A,2023-02-02,I,2023-02-02
1007454,1007454,FRA,,A,,0,A,2023-01-25,A,2023-01-25
1007455,1007455,MEX,M,A,,0,A,2023-02-01,A,2023-02-01
1007456,1007456,BRA,M,A,,0,A,2023-01-29,A,2023-01-29
1007457,1007457,USA,,A,,0,A,2023-02-05,I,2023-02-05
1007458,1007458,ESP,O,B,,0,B,2023-01-29,A,2023-01-29
1007459,1007459,USA,M,B,,0,B,2023-02-03,A,2023-02-03
1007460,1007460,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1007461,1007461,FRA,M,A,,0,A,2023-01-25,I,2023-01-25
1007462,1007462,MEX,F,A,,0,A,2023-02-04,I,2023-02-04
1007463,1007463,USA,,B,,0,B,2023-01-26,A,2023-01-26
1007464,1007464,,F,A,,0,A,2023-01-26,A,2023-01-26
1007465,1007465,TUR,M,A,,0,A,2023-01-30,A,2023-01-30
1007466,1007466,BRA,F,A,,0,A,2023-01-27,A,2023-01-27
1007467,1007467,BRA,M,B,2023-01-28,70.83,B,2023-01-28,A,2023-01-28
1007468,1007468,MEX,,A,,0,A,2023-01-29,A,2023-01-29
1007469,1007469,MEX,F,A,,0,A,2023-02-06,A,2023-02-06
1007470,1007470,ESP,F,A,,0,A,2023-01-27,A,2023-01-27
1007471,1007471,USA,,A,,0,A,2023-01-27,A,2023-01-27
1007472,1007472,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1007473,1007473,BRA,M,A,,0,A,2023-02-02,A,2023-02-02
1007474,1007474,CAN,M,A,,0,A,2023-01-25,A,2023-01-25
1007475,1007475,GBR,M,B,,0,B,2023-01-26,A,2023-01-26
1007476,1007476,BRA,F,A,,0,A,2023-01-27,A,2023-01-27
1007477,1007477,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1007478,1007478,USA,,B,,0,B,2023-02-01,I,2023-02-01
1007479,1007479,MEX,M,B,,0,B,2023-01-30,I,2023-01-30
1007480,1007480,BRA,F,B,,0,B,2023-01-28,A,2023-01-28
1007481,1007481,DEU,M,B,,0,B,2023-01-26,A,2023-01-26
1007482,1007482,GBR,M,B,,0,B,2023-01-25,A,2023-01-25
1007483,1007483,MEX,M,B,,0,B,2023-01-29,A,2023-01-29
1007484,1007484,FRA,M,A,,0,A,2023-01-28,A,2023-01-28
1007485,1007485,BRA,,A,,0,A,2023-01-26,A,2023-01-26
1007486,1007486,ESP,F,A,,0,A,2023-02-05,A,2023-02-05
1007487,1007487,TUR,M,B,,0,B,2023-01-28,A,2023-01-28
1007488,1007488,MEX,F,B,,0,B,2023-01-25,A,2023-01-25
1007489,1007489,FRA,F,B,,0,B,2023-02-02,A,2023-02-02
1007491,1007491,MEX,,B,,0,B,2023-01-27,I,2023-01-27
1007492,1007492,CAN,M,B,,0,B,2023-02-04,A,2023-02-04
1007493,1007493,USA,F,B,,0,B,2023-01-30,A,2023-01-30
1007494,1007494,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1007495,1007495,FRA,F,B,,0,B,2023-01-26,I,2023-01-26
1007496,1007496,MEX,F,A,,0,A,2023-02-02,A,2023-02-02
1007497,1007497,MEX,F,B,,0,B,2023-02-02,A,2023-02-02
1007498,1007498,MEX,M,A,,0,A,2023-01-30,A,2023-01-30
1007499,1007499,,,B,,0,B,2023-01-27,I,2023-01-27
1007500,1007500,BRA,O,A,,0,A,2023-01-27,A,2023-01-27
1007501,1007501,FRA,M,B,,0,B,2023-01-25,I,2023-01-25
1007502,1007502,DEU,F,A,2023-01-26,156.73,A,2023-01-26,A,2023-01-26
1007503,1007503,MEX,M,A,,0,A,2023-01-25,I,2023-01-25
1007504,1007504,AUS,M,A,,0,A,2023-02-01,I,2023-02-01
1007505,1007505,USA,F,A,,0,A,2023-01-27,I,2023-01-27
1007506,1007506,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1007507,1007507,MEX,F,A,,0,A,2023-01-26,A,2023-01-26
1007508,1007508,USA,F,A,,0,A,2023-02-01,I,2023-02-01
1007509,1007509,GBR,F,A,,0,A,2023-02-01,A,2023-02-01
1007510,1007510,BRA,M,A,,0,A,2023-02-05,I,2023-02-05
1007511,1007511,MEX,M,A,,0,A,2023-02-01,A,2023-02-01
1007512,1007512,BRA,M,A,,0,A,2023-01-29,A,2023-01-29
1007513,1007513,BRA,M,B,,0,B,2023-01-31,I,2023-01-31
1007514,1007514,FRA,M,B,,0,B,2023-01-27,,2023-01-27
1007515,1007515,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1007516,1007516,MEX,F,A,,0,A,2023-01-26,A,2023-01-26
1007517,1007517,BRA,,A,,0,A,2023-01-28,A,2023-01-28
1007518,1007518,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1007519,1007519,BRA,F,A,,0,A,2023-01-27,I,2023-01-27
1007520,1007520,USA,F,B,,0,B,2023-01-26,I,2023-01-26
1007521,1007521,DEU,F,B,,0,B,2023-02-01,A,2023-02-01
1007523,1007523,ESP,F,B,,0,B,2023-01-27,A,2023-01-27
1007524,1007524,FRA,F,B,,0,B,2023-01-25,A,2023-01-25
1007525,1007525,ESP,M,A,,0,A,2023-02-02,A,2023-02-02
1007526,1007526,BRA,F,A,,0,A,2023-01-26,I,2023-01-26
1007527,1007527,USA,M,B,,0,B,2023-01-27,A,2023-01-27
1007528,1007528,MEX,M,A,,0,A,2023-02-03,A,2023-02-03
1007529,1007529,USA,M,A,,0,A,2023-01-30,A,2023-01-30
1007530,1007530,DEU,M,B,2023-01-29,20.44,B,2023-01-29,I,2023-01-29
1007531,1007531,BRA,M,B,,0,B,2023-01-27,A,2023-01-27
1007532,1007532,CAN,M,B,,0,B,2023-01-25,A,2023-01-25
1007533,1007533,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1007534,1007534,USA,M,A,,0,A,2023-02-03,A,2023-02-03
1007535,1007535,FRA,O,A,,0,A,2023-01-25,I,2023-01-25
1007536,1007536,USA,M,B,2023-01-29,71.01,B,2023-01-29,I,2023-01-29
1007537,1007537,GBR,,B,,0,B,2023-01-26,I,2023-01-26
1007538,1007538,TUR,M,B,,0,B,2023-01-27,A,2023-01-27
1007539,1007539,USA,,B,,0,B,2023-01-27,A,2023-01-27
1007540,1007540,BRA,F,B,,0,B,2023-02-03,I,2023-02-03
1007541,1007541,BRA,F,A,,0,A,2023-02-04,A,2023-02-04
1007542,1007542,MEX,O,A,,0,A,2023-01-29,I,2023-01-29
1007543,1007543,GBR,M,B,,0,B,2023-01-31,A,2023-01-31
1007544,1007544,BRA,M,A,,0,A,2023-01-28,I,2023-01-28
1007545,1007545,TUR,M,A,,0,A,2023-01-28,I,2023-01-28
1007546,1007546,USA,,A,,0,A,2023-01-26,A,2023-01-26
1007547,1007547,USA,F,B,,0,B,2023-01-30,A,2023-01-30
1007548,1007548,BRA,M,B,,0,B,2023-01-27,I,2023-01-27
1007549,1007549,AUS,F,A,,0,A,2023-01-26,A,2023-01-26
1007550,1007550,BRA,M,A,,0,A,2023-02-06,A,2023-02-06
1007551,1007551,USA,O,B,,0,B,2023-01-26,I,2023-01-26
1007552,1007552,USA,,B,2023-02-06,91.24,B,2023-02-06,A,2023-02-06
1007553,1007553,TUR,F,A,,0,A,2023-01-25,I,2023-01-25
1007554,1007554,FRA,,A,,0,A,2023-01-25,A,2023-01-25
1007555,1007555,ESP,F,B,,0,B,2023-01-25,A,2023-01-25
1007556,1007556,USA,M,B,,0,B,2023-01-30,I,2023-01-30
1007557,1007557,USA,M,B,,0,B,2023-01-26,I,2023-01-26
1007558,1007558,FRA,,A,,0,A,2023-01-25,A,2023-01-25
1007559,1007559,GBR,M,B,,0,B,2023-02-01,I,2023-02-01
1007560,1007560,AUS,F,A,,0,A,2023-01-25,A,2023-01-25
1007561,1007561,TUR,F,B,,0,B,2023-01-26,A,2023-01-26
1007562,1007562,BRA,M,A,,0,A,2023-01-29,A,2023-01-29
1007563,1007563,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1007564,1007564,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1007565,1007565,FRA,F,B,,0,B,2023-01-28,A,2023-01-28
1007566,1007566,USA,,B,2023-01-26,41.8,B,2023-01-26,A,2023-01-26
1007567,1007567,GBR,F,B,,0,B,2023-01-30,I,2023-01-30
1007568,1007568,BRA,M,A,,0,A,2023-01-27,I,2023-01-27
1007569,1007569,BRA,M,B,,0,B,2023-01-25,I,2023-01-25
1007570,1007570,AUS,F,B,,0,B,2023-01-25,I,2023-01-25
1007571,1007571,BRA,,A,,0,A,2023-02-02,A,2023-02-02
1007572,1007572,BRA,F,B,,0,B,2023-01-28,I,2023-01-28
1007573,1007573,TUR,F,B,,0,B,2023-01-30,I,2023-01-30
1007574,1007574,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1007576,1007576,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1007577,1007577,GBR,M,A,,0,A,2023-01-25,I,2023-01-25
1007578,1007578,BRA,M,A,,0,A,2023-02-04,I,2023-02-04
1007579,1007579,USA,F,B,,0,B,2023-02-06,A,2023-02-06
1007580,1007580,DEU,F,B,,0,B,2023-01-31,A,2023-01-31
1007581,1007581,BRA,,A,,0,A,2023-01-30,A,2023-01-30
1007582,1007582,GBR,M,B,,0,B,2023-01-26,A,2023-01-26
1007583,1007583,USA,M,A,,0,A,2023-02-02,A,2023-02-02
1007584,1007584,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1007585,1007585,USA,F,A,,0,A,2023-01-25,I,2023-01-25
1007586,1007586,FRA,M,B,,0,B,2023-01-28,A,2023-01-28
1007587,1007587,BRA,F,B,,0,B,2023-01-25,A,2023-01-25
1007588,1007588,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1007589,1007589,MEX,M,A,,0,A,2023-01-26,I,2023-01-26
1007590,1007590,BRA,F,B,,0,B,2023-02-03,I,2023-02-03
1007591,1007591,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1007592,1007592,MEX,M,B,,0,B,2023-01-29,A,2023-01-29
1007593,1007593,MEX,M,A,,0,A,2023-01-25,I,2023-01-25
1007594,1007594,USA,O,B,,0,B,2023-01-25,A,2023-01-25
1007595,1007595,USA,,A,,0,A,2023-02-01,A,2023-02-01
1007596,1007596,AUS,F,B,,0,B,2023-01-25,I,2023-01-25
1007597,1007597,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1007598,1007598,USA,F,B,,0,B,2023-01-26,I,2023-01-26
1007599,1007599,USA,,A,,0,A,2023-02-03,A,2023-02-03
1007600,1007600,AUS,M,A,,0,A,2023-01-25,I,2023-01-25
1007601,1007601,CAN,M,B,,0,B,2023-01-25,A,2023-01-25
1007602,1007602,BRA,O,A,,0,A,2023-01-29,I,2023-01-29
1007603,1007603,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1007604,1007604,BRA,M,B,,0,B,2023-02-02,I,2023-02-02
1007605,1007605,TUR,F,A,,0,A,2023-01-27,I,2023-01-27
1007606,1007606,DEU,M,B,,0,B,2023-01-29,I,2023-01-29
1007607,1007607,USA,F,B,,0,B,2023-02-05,A,2023-02-05
1007608,1007608,MEX,M,A,,0,A,2023-01-31,A,2023-01-31
1007609,1007609,GBR,F,A,,0,A,2023-01-25,I,2023-01-25
1007610,1007610,USA,F,A,,0,A,2023-02-05,A,2023-02-05
1007611,1007611,GBR,M,A,,0,A,2023-01-31,A,2023-01-31
1007612,1007612,DEU,M,A,,0,A,2023-01-26,A,2023-01-26
1007613,1007613,BRA,M,A,,0,A,2023-02-05,A,2023-02-05
1007614,1007614,TUR,M,B,,0,B,2023-01-25,I,2023-01-25
1007615,1007615,BRA,O,B,,0,B,2023-01-25,A,2023-01-25
1007616,1007616,AUS,F,A,2023-01-25,136.76,A,2023-01-25,A,2023-01-25
1007617,1007617,BRA,M,A,,0,A,2023-01-28,A,2023-01-28
1007618,1007618,ESP,M,A,,0,A,2023-02-02,A,2023-02-02
1007619,1007619,FRA,F,B,2023-01-28,44.490830205280936,B,2023-01-27,A,2023-01-27
1007619,1007619,FRA,F,B,2023-01-27,60.16,B,2023-01-27,A,2023-01-27
1007620,1007620,FRA,F,A,,0,A,2023-01-29,I,2023-01-29
1007621,1007621,GBR,,A,,0,A,2023-02-06,A,2023-02-06
1007622,1007622,BRA,F,A,,0,A,2023-01-26,I,2023-01-26
1007623,1007623,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1007624,1007624,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1007625,1007625,USA,F,A,2023-02-06,3.941679991948978,A,2023-02-02,I,2023-02-02
1007625,1007625,USA,F,A,2023-02-02,99.44,A,2023-02-02,I,2023-02-02
1007626,1007626,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1007627,1007627,GBR,F,A,,0,A,2023-01-27,I,2023-01-27
1007628,1007628,MEX,M,A,,0,A,2023-01-28,A,2023-01-28
1007629,1007629,GBR,F,A,,0,A,2023-01-28,I,2023-01-28
1007630,1007630,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1007631,1007631,MEX,F,B,,0,B,2023-01-30,A,2023-01-30
1007632,1007632,DEU,M,B,,0,B,2023-01-27,I,2023-01-27
1007633,1007633,GBR,M,A,,0,A,2023-01-25,A,2023-01-25
1007634,1007634,AUS,F,B,,0,B,2023-01-29,A,2023-01-29
1007635,1007635,MEX,,B,,0,B,2023-01-29,I,2023-01-29
1007636,1007636,USA,,B,,0,B,2023-01-25,A,2023-01-25
1007637,1007637,MEX,F,A,,0,A,2023-02-02,A,2023-02-02
1007638,1007638,FRA,F,B,,0,B,2023-02-02,I,2023-02-02
1007639,1007639,TUR,F,B,,0,B,2023-01-27,I,2023-01-27
1007640,1007640,BRA,F,A,,0,A,2023-01-29,I,2023-01-29
1007641,1007641,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1007642,1007642,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1007643,1007643,USA,M,B,,0,B,2023-01-26,I,2023-01-26
1007644,1007644,CAN,F,B,,0,B,2023-01-26,A,2023-01-26
1007645,1007645,BRA,M,B,,0,B,2023-01-28,I,2023-01-28
1007646,1007646,AUS,M,A,,0,A,2023-02-02,I,2023-02-02
1007647,1007647,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1007648,1007648,USA,M,B,,0,B,2023-01-25,I,2023-01-25
1007649,1007649,GBR,F,A,,0,A,2023-02-01,A,2023-02-01
1007650,1007650,MEX,F,A,,0,A,2023-02-03,A,2023-02-03
1007651,1007651,BRA,F,A,2023-02-06,54.81704500186865,A,2023-02-05,A,2023-02-05
1007652,1007652,BRA,,B,,0,B,2023-02-03,I,2023-02-03
1007653,1007653,DEU,F,B,,0,B,2023-01-26,A,2023-01-26
1007654,1007654,MEX,,B,2023-01-27,40.53,B,2023-01-26,I,2023-01-26
1007655,1007655,GBR,F,B,,0,B,2023-01-25,I,2023-01-25
1007656,1007656,BRA,F,B,,0,B,2023-01-27,A,2023-01-27
1007657,1007657,TUR,F,A,,0,A,2023-01-27,I,2023-01-27
1007658,1007658,GBR,M,B,,0,B,2023-01-29,A,2023-01-29
1007659,1007659,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1007660,1007660,DEU,M,B,,0,B,2023-01-27,A,2023-01-27
